t_us,seq,cost_a_avail,cost_a_read,cost_g_avail,cost_g_read,t_imu,t_serial,missed
15613914,1404,701,8,711,8,3777,204,242
15618907,1405,687,2344,684,2328,1472,202,242
15625244,1406,715,2317,685,2337,6086,225,242
15631573,1407,708,8,686,9,6096,206,242
15633912,1408,687,8,684,9,1482,221,242
15638934,1409,702,2298,701,2299,1431,201,242
15645211,1410,741,2307,699,2301,6043,206,242
15651551,1411,732,8,712,9,6107,206,242
15653909,1412,713,9,684,8,1504,202,242
15658909,1413,683,2296,693,2307,1456,202,242
15665219,1414,684,2311,690,2286,6022,232,242
15671481,1415,691,9,702,9,6012,222,242
15673906,1416,686,9,686,9,1451,202,242
15678913,1417,686,2286,684,2319,1430,218,242
15685163,1418,739,2299,702,2303,6018,206,242
15691509,1419,687,8,701,8,6085,234,242
15693911,1420,686,8,701,8,1477,202,242
15698914,1421,686,2309,685,2341,1447,230,242
15705211,1422,707,2314,711,2304,6064,206,242
15711577,1423,724,9,705,9,6106,234,242
15713906,1424,686,9,686,9,1488,201,242
15718915,1425,699,8,701,8,1431,202,242
15723931,1426,685,36,684,2316,1460,202,242
15728908,1427,702,2308,702,8,3763,204,242
15733911,1428,687,9,711,2303,3763,232,242
15738912,1429,702,2285,685,9,3751,232,242
15743906,1430,685,9,709,2307,3722,231,242
15748908,1431,695,2298,702,9,3750,230,242
15753921,1432,685,9,684,2340,3745,204,242
15758912,1433,711,2302,684,8,3760,204,242
15763910,1434,686,8,684,2311,3776,204,242
15768908,1435,712,2309,712,8,3731,204,242
15773912,1436,683,8,685,2327,3783,204,242
15778906,1437,708,2312,693,8,3747,204,242
15783909,1438,712,9,686,2348,3765,204,242
15788906,1439,686,2325,685,8,3795,204,242
15793906,1440,685,9,686,2312,3745,204,242
15798913,1441,686,2323,684,9,3734,203,242
15803910,1442,687,9,712,2308,3743,204,242
15808910,1443,686,2340,686,8,3774,204,242
15813914,1444,686,9,685,2340,3762,204,242
15818910,1445,686,2368,686,9,3761,222,242
15823906,1446,686,9,684,8,3790,222,242
15828914,1447,687,9,689,8,1429,230,242
15833914,1448,685,2303,712,2300,1434,201,242
15840215,1449,702,8,712,9,6068,206,242
15843910,1450,687,2316,684,2317,1503,202,242
15850208,1451,715,9,685,9,6047,224,242
15853913,1452,702,2285,683,2305,1459,231,242
15860171,1453,686,8,684,8,6017,214,242
15863909,1454,702,2285,684,2294,1459,259,242
15870176,1455,759,9,684,9,6007,234,242
15873906,1456,685,2285,700,2303,1501,201,242
15880183,1457,716,9,702,9,6016,235,242
15883914,1458,713,2318,711,2309,1476,202,242
15890268,1459,717,9,708,9,6092,234,242
15893914,1460,706,2308,696,2315,1483,201,242
15900243,1461,698,9,711,8,6070,233,242
15903912,1462,685,2325,684,2301,1469,202,242
15910183,1463,683,8,685,9,6037,206,242
15913908,1464,698,2321,689,2326,1456,202,242
15920218,1465,713,9,689,9,6076,205,242
15923912,1466,686,2330,686,2320,1489,202,242
15930208,1467,686,9,686,9,6063,206,242
15933907,1468,686,2312,686,2315,1459,220,242
15940180,1469,686,9,686,9,6040,206,242
15943912,1470,695,2300,685,2325,1459,217,242
15950192,1471,716,9,685,8,6048,206,242
15953907,1472,703,2311,702,2296,1505,202,242
15960210,1473,715,9,685,8,6052,224,242
15963906,1474,702,2286,684,2310,1459,230,242
15970171,1475,715,8,684,9,6022,214,242
15973907,1476,702,2290,684,2316,1458,259,242
15980174,1477,731,8,701,8,6035,206,242
15983914,1478,711,2302,711,2303,1519,202,242
15990243,1479,702,8,712,9,6069,233,242
15993906,1480,712,2320,705,2312,1472,202,242
16000260,1481,717,8,692,8,6093,235,242
16003909,1482,712,2320,705,2307,1468,202,242
16010256,1483,713,9,704,9,6087,233,242
16013912,1484,685,2287,684,2351,1476,202,242
16020195,1485,742,8,685,9,6050,206,242
16023913,1486,685,2283,685,2284,1485,202,242
16030144,1487,733,8,685,8,5998,206,242
16033907,1488,686,2288,685,2342,1477,219,242
16040184,1489,704,8,685,9,6044,206,242
16043911,1490,686,2356,686,2336,1478,220,242
16050250,1491,715,8,685,8,6106,206,242
16053913,1492,686,2299,685,2294,1461,220,242
16060153,1493,686,26,685,8,6008,206,242
16063914,1494,685,2337,685,2299,1476,203,242
16070239,1495,717,26,685,36,6092,206,242
16073909,1496,702,2341,684,2340,1505,203,242
16080271,1497,716,9,685,9,6111,225,242
16083913,1498,698,2312,700,2312,1460,231,242
16090217,1499,715,9,695,8,6064,214,242
16093915,1500,685,2325,684,2302,1469,202,242
16100239,1501,754,9,684,8,6037,206,242
16103910,1502,713,2306,702,2309,1497,202,242
16110243,1503,716,8,702,8,6072,235,242
16113911,1504,704,2317,709,2303,1477,202,242
16120246,1505,714,9,709,9,6075,232,242
16123907,1506,685,2287,685,2299,1481,202,242
16130138,1507,736,8,684,8,5999,206,242
16133906,1508,685,2317,693,2319,1480,202,242
16140196,1509,742,9,693,8,6057,206,242
16143913,1510,686,2319,685,2316,1493,202,242
16150195,1511,736,9,686,9,6049,206,242
16153907,1512,686,2293,685,2314,1481,221,242
16160161,1513,685,8,686,8,6021,206,242
16163912,1514,686,2298,703,2299,1460,218,242
16170173,1515,716,9,712,8,6028,206,242
16173906,1516,701,2299,702,2306,1504,202,242
16180208,1517,686,9,685,9,6051,225,242
16183913,1518,702,2344,685,2338,1459,231,242
16190276,1519,686,9,685,9,6111,225,242
16193908,1520,697,2286,684,2294,1459,231,242
16200170,1521,731,37,702,8,6029,206,242
16203912,1522,712,2302,711,2303,1519,202,242
16210242,1523,704,8,711,9,6096,206,242
16213909,1524,709,2319,711,2308,1475,202,242
16220261,1525,686,8,705,8,6091,235,242
16223914,1526,693,2293,705,2301,1481,202,242
16230180,1527,698,8,711,9,6034,206,242
16233913,1528,686,2316,684,2301,1468,202,242
16240175,1529,742,8,684,9,6029,206,242
16243912,1530,690,2338,684,2312,1485,201,242
16250209,1531,742,9,689,9,6065,206,242
16253913,1532,686,2310,685,2314,1490,202,242
16260184,1533,714,8,685,8,6039,206,242
16263911,1534,686,2307,686,2316,1460,220,242
16270180,1535,714,8,686,8,6037,206,242
16273914,1536,704,2309,690,2301,1460,210,242
16280192,1537,732,9,712,8,6046,206,242
16283906,1538,702,2334,702,2341,1504,202,242
16290259,1539,715,9,685,2341,6121,206,242
16294298,1540,716,2349,702,8,3809,204,242
16298912,1541,684,8,686,8,3817,204,242
16303907,1542,702,2285,684,2312,1429,202,242
16310165,1543,759,9,684,2294,6025,206,242
16314211,1544,754,2303,685,36,3787,204,242
16318914,1545,685,9,685,9,3819,205,242
16323914,1546,712,2319,711,2317,1429,202,242
16330277,1547,716,8,709,2298,6102,234,242
16334312,1548,717,2324,685,8,3775,232,242
16338909,1549,685,8,686,9,3775,232,242
16343907,1550,685,2290,684,2328,1430,219,242
16350168,1551,717,8,684,2314,6029,206,242
16354165,1552,741,2320,711,9,3767,204,242
16358906,1553,686,8,701,8,3823,203,242
16363909,1554,686,2329,686,2322,1446,228,242
16370206,1555,715,9,686,2350,6064,206,242
16374237,1556,714,2316,684,8,3800,204,242
16378908,1557,686,9,696,8,3765,204,242
16383911,1558,695,2303,685,2337,1441,260,242
16390204,1559,717,9,685,2337,6060,206,242
16394240,1560,717,2284,685,9,3805,204,242
16398907,1561,703,9,711,8,3753,203,242
16403908,1562,685,2300,684,2312,1473,202,242
16410173,1563,716,9,688,2290,6023,215,242
16414148,1564,720,2299,684,36,3744,204,242
16418931,1565,685,9,684,8,3781,204,242
16423913,1566,711,2285,684,2294,1428,202,242
16430192,1567,715,2321,685,2334,6017,234,242
16436541,1568,717,9,685,9,6098,225,242
16438911,1569,701,8,685,9,1460,231,242
16443907,1570,711,2298,710,2299,1445,218,242
16450258,1571,700,2289,684,2316,6062,263,242
16456523,1572,731,9,701,8,6033,206,242
16458909,1573,685,8,690,9,1519,258,242
16463910,1574,687,2311,686,2285,1435,201,242
16470186,1575,722,2304,698,2315,6044,206,242
16476527,1576,713,8,699,8,6082,233,242
16478913,1577,686,8,701,8,1470,202,242
16483906,1578,686,2317,686,2316,1446,230,242
16490186,1579,714,2352,684,2299,6048,206,242
16496512,1580,732,9,684,8,6093,206,242
16498911,1581,702,8,711,8,1476,202,242
16503913,1582,687,2336,685,2311,1472,202,242
16510224,1583,686,2319,685,2342,6060,224,242
16516562,1584,706,8,685,9,6106,206,242
16518909,1585,688,8,701,2297,1480,220,242
16523913,1586,684,2294,684,9,3736,204,242
16528912,1587,685,9,684,2318,3740,204,242
16533908,1588,685,2298,684,9,3737,204,242
16538913,1589,713,9,684,2324,3718,204,242
16543906,1590,688,2300,687,8,3772,204,242
16548908,1591,691,8,686,2307,3727,204,242
16553907,1592,712,2305,711,9,3734,204,242
16558914,1593,685,9,686,2293,3778,204,242
16563912,1594,685,2291,685,9,3716,204,242
16568906,1595,686,9,699,2310,3712,204,242
16573913,1596,703,2334,685,9,3744,204,242
16578912,1597,686,8,701,2347,3771,204,242
16583914,1598,686,2349,686,9,3786,204,242
16588909,1599,686,9,702,2344,3771,221,242
16593908,1600,686,2295,686,8,3783,223,242
16598913,1601,687,9,699,2316,3718,213,242
16603906,1602,690,2290,707,8,3752,212,242
16608922,1603,685,9,684,2312,3739,204,242
16613913,1604,702,2329,685,35,3759,204,242
16618909,1605,687,9,682,8,3810,205,242
16623912,1606,702,9,712,8,1428,202,242
16628914,1607,684,2303,693,2309,1473,202,242
16635184,1608,715,8,696,9,6029,215,242
16638917,1609,685,2307,684,2321,1470,224,242
16645188,1610,704,8,684,9,6038,206,242
16648909,1611,685,2299,694,2316,1474,202,242
16655207,1612,717,9,692,9,6036,234,242
16658911,1613,714,2286,713,2285,1467,202,242
16665211,1614,713,9,696,8,6041,233,242
16668906,1615,685,2286,684,2328,1469,202,242
16675165,1616,741,9,684,8,6027,206,242
16678911,1617,685,2284,685,2326,1485,202,242
16685166,1618,732,9,684,8,6023,206,242
16688911,1619,686,2309,685,2305,1475,202,242
16695171,1620,734,8,685,9,6027,206,242
16698910,1621,686,2340,685,2321,1479,220,242
16705217,1622,714,9,686,8,6074,206,242
16708907,1623,687,2309,686,2304,1459,220,242
16715167,1624,714,8,690,9,6028,206,242
16718913,1625,703,2303,685,2306,1464,202,242
16725214,1626,716,25,685,8,6068,206,242
16728911,1627,687,2320,684,2318,1505,202,242
16735215,1628,715,8,688,8,6053,225,242
16738915,1629,684,2301,688,2312,1462,230,242
16745181,1630,715,9,693,9,6025,214,242
16748918,1631,685,2307,684,2321,1467,260,242
16755189,1632,759,8,684,9,6038,206,242
16758910,1633,712,2285,682,2309,1502,202,242
16765202,1634,717,8,696,8,6031,235,242
16768911,1635,714,2286,713,2287,1472,202,242
16775213,1636,685,9,682,8,6042,234,242
16778913,1637,711,2301,711,2303,1456,202,242
16785271,1638,698,8,700,8,6068,263,242
16788908,1639,685,2288,684,2323,1458,202,242
16795164,1640,740,8,685,9,6023,206,242
16798908,1641,686,2341,685,2330,1483,202,242
16805241,1642,712,8,693,9,6101,206,242
16808912,1643,686,2345,686,2317,1494,202,242
16815221,1644,736,8,685,8,6075,206,242
16818914,1645,686,2311,686,2316,1481,220,242
16825188,1646,714,8,686,8,6042,206,242
16828921,1647,703,2300,703,2309,1459,202,242
16835212,1648,717,26,708,9,6058,206,242
16838914,1649,686,2332,686,2321,1500,203,242
16845232,1650,715,8,685,8,6067,224,242
16848909,1651,684,2286,687,2285,1459,230,242
16855128,1652,720,9,684,8,5986,206,242
16858909,1653,684,2329,684,2320,1463,202,242
16865202,1654,758,8,684,8,6061,206,242
16868914,1655,712,2285,686,2309,1502,202,242
16875209,1656,717,8,682,8,6034,235,242
16878913,1657,685,2301,683,2321,1459,202,242
16885204,1658,714,8,684,9,6031,232,242
16888906,1659,711,2304,710,2305,1457,201,242
16895238,1660,701,9,705,8,6072,233,242
16898913,1661,686,2296,684,2305,1464,202,242
16905158,1662,741,8,684,8,6013,206,242
16908913,1663,703,2331,684,2316,1484,202,242
16915222,1664,741,8,693,9,6077,206,242
16918912,1665,686,2330,685,2337,1494,202,242
16925226,1666,739,8,685,9,6081,206,242
16928913,1667,686,2294,686,2315,1483,220,242
16935168,1668,714,8,685,8,6023,206,242
16938910,1669,695,2313,686,2302,1460,202,242
16945181,1670,715,26,712,8,6039,206,242
16948914,1671,702,2330,702,2337,1503,202,242
16955259,1672,715,9,685,36,6113,206,242
16958909,1673,702,2340,691,2323,1504,203,242
16965257,1674,716,9,693,9,6097,224,242
16968907,1675,693,2285,701,2290,1468,231,242
16975152,1676,732,8,684,9,6012,206,242
16978911,1677,685,2316,684,2316,1475,202,242
16985213,1678,702,8,711,9,6043,206,242
16988913,1679,685,2320,694,2316,1472,202,242
16995233,1680,717,8,687,9,6058,235,242
16998913,1681,683,2319,683,2304,1462,202,242
17005224,1682,685,9,704,9,6030,223,242
17008906,1683,685,2295,685,2318,1447,202,242
17015164,1684,741,8,684,8,6026,206,242
17018911,1685,686,2299,685,2315,1485,202,242
17025169,1686,740,8,689,8,6025,206,242
17028908,1687,686,2303,686,2325,1488,202,242
17035182,1688,703,9,686,9,6042,206,242
17038909,1689,686,2326,685,2344,1477,221,242
17045225,1690,704,8,685,8,6084,206,242
17048907,1691,686,2301,685,2311,1478,220,242
17055166,1692,719,8,694,8,6026,206,242
17058920,1693,704,2306,690,2319,1472,202,242
17065214,1694,717,9,699,9,6060,206,242
17068906,1695,687,2330,685,2317,1491,201,242
17075218,1696,717,9,689,8,6061,225,242
17078910,1697,684,8,681,8,1464,230,242
17083909,1698,693,8,705,9,1425,202,242
17088912,1699,684,2316,684,2316,1457,202,242
17095188,1700,702,9,711,2303,6044,206,242
17099213,1701,702,2333,702,36,3794,204,242
17103911,1702,703,8,689,8,3814,205,242
17108906,1703,683,2309,683,2304,1450,202,242
17115185,1704,728,9,684,2314,6019,233,242
17119220,1705,730,2301,684,9,3777,231,242
17123910,1706,686,9,686,9,3766,231,242
17128908,1707,685,2294,685,2326,1430,211,242
17135173,1708,732,8,684,2325,6033,206,242
17139195,1709,713,2317,684,8,3791,203,242
17143906,1710,686,8,685,9,3793,204,242
17148909,1711,686,2342,685,2316,1430,229,242
17155214,1712,735,8,685,2331,6071,206,242
17159246,1713,737,2305,700,8,3801,204,242
17163908,1714,686,9,702,8,3792,204,242
17168915,1715,704,2304,699,2312,1447,229,242
17175208,1716,715,26,704,2316,6061,206,242
17179242,1717,686,2344,686,9,3802,204,242
17183914,1718,702,9,686,8,3812,204,242
17188909,1719,684,2285,690,2313,1447,201,242
17195171,1720,686,8,702,2286,6013,222,242
17199155,1721,724,2302,694,9,3724,204,242
17203908,1722,684,8,685,9,3787,204,242
17208909,1723,712,2285,685,2310,1428,202,242
17215205,1724,687,2312,691,2313,6035,234,242
17221529,1725,716,9,700,9,6073,225,242
17223913,1726,684,8,685,9,1474,230,242
17228911,1727,706,2304,697,2308,1428,220,242
17235259,1728,702,2312,702,2286,6059,206,242
17241535,1729,716,9,684,9,6043,206,242
17243908,1730,685,8,686,8,1475,202,242
17248914,1731,686,2355,689,2313,1430,202,242
17255232,1732,713,2305,693,2286,6085,206,242
17261559,1733,731,9,706,8,6066,234,242
17263906,1734,686,9,702,9,1496,202,242
17268909,1735,686,2303,686,2315,1447,230,242
17275174,1736,715,2307,684,2326,6032,206,242
17281481,1737,715,9,698,8,6074,206,242
17283911,1738,699,9,684,2329,1471,202,242
17288914,1739,702,2336,720,9,3781,204,242
17293910,1740,693,8,683,2304,3809,204,242
17298907,1741,702,2342,700,9,3730,232,242
17303915,1742,686,8,692,2306,3795,233,242
17308909,1743,702,2285,684,8,3733,231,242
17313918,1744,685,9,685,2310,3722,204,242
17318906,1745,684,2302,711,8,3729,203,242
17323913,1746,712,8,685,2299,3749,204,242
17328908,1747,708,2302,696,9,3746,204,242
17333906,1748,683,8,685,2313,3758,204,242
17338914,1749,710,2307,690,9,3733,204,242
17343910,1750,685,8,686,2350,3758,204,242
17348911,1751,686,2327,684,8,3771,204,242
17353913,1752,686,9,686,2296,3747,204,242
17358913,1753,690,2331,684,8,3718,204,242
17363914,1754,687,9,712,2316,3756,204,242
17368914,1755,686,2325,686,9,3783,204,242
17373914,1756,686,9,702,2311,3747,223,242
17378907,1757,686,2305,685,8,3750,222,242
17383913,1758,686,8,685,2308,3728,212,242
17388910,1759,686,2294,712,9,3730,220,242
17393929,1760,691,9,684,9,3742,204,242
17398911,1761,702,8,684,9,1433,202,242
17403913,1762,687,2327,685,2319,1472,202,242
17410224,1763,716,9,700,8,6060,225,242
17413908,1764,691,2286,698,2286,1474,230,242
17420143,1765,715,8,684,9,6002,206,242
17423910,1766,684,2329,684,2316,1475,202,242
17430199,1767,701,8,711,9,6056,206,242
17433909,1768,687,2319,711,2302,1472,202,242
17440231,1769,717,9,711,8,6061,235,242
17443909,1770,683,2316,682,2305,1487,202,242
17450197,1771,728,8,682,8,6029,233,242
17453912,1772,707,2316,711,2305,1470,202,242
17460282,1773,702,9,695,9,6080,264,242
17463909,1774,686,2305,684,2310,1456,201,242
17470169,1775,741,9,693,8,6027,206,242
17473913,1776,687,2355,702,2339,1493,202,242
17480270,1777,714,9,702,9,6124,205,242
17483912,1778,686,2366,686,2327,1474,202,242
17490252,1779,733,9,686,9,6106,206,242
17493915,1780,686,2312,685,2296,1477,221,242
17500170,1781,690,8,686,8,6022,206,242
17503908,1782,703,2309,690,2321,1464,202,242
17510224,1783,715,8,699,8,6066,206,242
17513906,1784,697,2307,702,2328,1490,202,242
17520232,1785,715,9,691,9,6076,224,242
17523906,1786,693,2286,696,2305,1464,231,242
17530178,1787,686,8,701,8,6022,222,242
17533913,1788,684,2303,684,2302,1476,258,242
17540190,1789,702,36,684,9,6044,206,242
17543909,1790,686,2310,684,2319,1472,203,242
17550211,1791,717,8,684,8,6041,234,242
17553908,1792,712,2291,682,2320,1460,202,242
17560216,1793,714,9,682,8,6048,234,242
17563906,1794,712,2310,693,2320,1455,202,242
17570272,1795,702,8,701,9,6077,234,242
17573914,1796,685,2322,685,2298,1461,202,242
17580179,1797,712,8,702,8,6033,206,242
17583913,1798,686,2358,698,2313,1474,202,242
17590242,1799,703,8,702,8,6096,206,242
17593912,1800,686,2358,685,2320,1493,202,242
17600237,1801,712,8,685,9,6093,206,242
17603909,1802,686,2327,686,2316,1486,220,242
17610199,1803,686,9,686,9,6057,206,242
17613913,1804,686,2317,694,2314,1459,218,242
17620200,1805,716,26,704,8,6054,206,242
17623907,1806,687,2292,692,2306,1496,203,242
17630178,1807,716,9,702,9,6021,224,242
17633911,1808,685,2285,695,2285,1476,231,242
17640152,1809,686,8,701,8,5992,222,242
17643906,1810,685,2285,684,2308,1446,230,242
17650142,1811,701,9,684,8,6003,206,242
17653935,1812,685,2285,710,2285,1502,202,242
17660203,1813,687,9,711,8,6008,233,242
17663908,1814,703,2303,694,2286,1486,201,242
17670198,1815,685,9,712,8,6028,235,242
17673910,1816,699,2291,707,2299,1485,202,242
17680209,1817,727,8,695,8,6040,233,242
17683907,1818,685,2315,684,2315,1482,202,242
17690183,1819,742,8,685,9,6042,206,242
17693911,1820,685,2313,688,2313,1485,201,242
17700186,1821,741,8,697,9,6043,206,242
17703908,1822,686,2311,685,2328,1498,202,242
17710193,1823,712,8,685,9,6053,206,242
17713909,1824,686,2323,685,2322,1457,220,242
17720201,1825,715,9,686,9,6059,206,242
17723908,1826,687,2307,685,2292,1459,210,242
17730154,1827,686,26,704,9,6013,206,242
17733906,1828,729,2317,686,2299,1495,203,242
17740228,1829,715,8,720,9,6089,206,242
17743914,1830,698,2327,685,2323,1494,202,242
17750240,1831,716,8,696,9,6075,224,242
17753912,1832,699,2285,696,2312,1471,231,242
17760194,1833,686,9,702,8,6033,222,242
17763908,1834,685,2303,684,2286,1447,227,242
17770167,1835,702,8,711,9,5999,233,242
17773906,1836,687,2319,711,2303,1501,202,242
17780226,1837,717,9,711,8,6061,233,242
17783914,1838,714,2285,710,2299,1487,202,242
17790225,1839,713,9,713,9,6050,234,242
17793909,1840,699,2317,709,2304,1484,202,242
17800270,1841,702,8,692,8,6072,262,242
17803912,1842,685,2314,684,2296,1453,202,242
17810168,1843,715,9,702,8,6024,206,242
17813914,1844,686,2340,702,2318,1476,202,242
17820234,1845,722,8,685,9,6087,206,242
17823913,1846,687,2347,686,2315,1483,202,242
17830221,1847,739,9,686,8,6076,206,242
17833909,1848,686,2318,686,2311,1483,220,242
17840185,1849,685,8,686,8,6044,206,242
17843910,1850,691,2308,695,2317,1460,202,242
17850194,1851,715,9,699,8,6052,206,242
17853913,1852,685,9,711,9,1490,202,242
17858907,1853,702,9,684,9,1455,202,242
17863909,1854,684,2285,684,2295,1445,202,242
17870149,1855,686,8,702,2312,5991,206,242
17874159,1856,715,2296,686,9,3780,204,242
17878917,1857,685,9,684,8,3748,204,242
17883909,1858,711,2285,711,2286,1428,202,242
17890203,1859,716,9,711,2290,6035,233,242
17894229,1860,716,2301,698,9,3768,232,242
17898908,1861,712,9,685,8,3767,233,242
17903915,1862,701,2298,702,2305,1456,219,242
17910224,1863,702,9,686,2304,6048,233,242
17914285,1864,702,2304,701,9,3744,261,242
17918914,1865,686,9,686,9,3758,223,242
17923911,1866,702,2317,698,2315,1430,201,242
17930219,1867,730,9,702,2318,6075,206,242
17934250,1868,732,2286,712,9,3801,204,242
17938911,1869,686,9,702,9,3780,204,242
17943914,1870,686,2291,685,2326,1447,231,242
17950179,1871,714,9,686,2307,6031,206,242
17954168,1872,694,2312,698,9,3759,204,242
17958914,1873,686,9,684,9,3784,204,242
17963909,1874,687,2322,685,2341,1429,201,242
17970236,1875,716,2307,686,2355,6078,223,242
17976573,1876,743,8,686,9,6105,206,242
17978908,1877,691,8,714,9,1487,219,242
17983910,1878,702,2299,702,2286,1464,202,242
17990173,1879,732,2318,685,2325,6031,206,242
17996509,1880,715,9,686,9,6104,206,242
17998913,1881,712,8,684,9,1477,201,242
18003913,1882,685,2286,710,2287,1455,202,242
18010185,1883,684,2342,684,2348,6010,234,242
18016565,1884,686,8,701,8,6129,224,242
18018914,1885,691,9,685,8,1476,230,242
18023910,1886,685,2320,685,2313,1436,220,242
18030187,1887,741,2285,711,2286,6045,206,242
18036514,1888,716,8,711,8,6066,234,242
18038909,1889,686,8,729,8,1487,202,242
18043912,1890,686,2301,685,2325,1474,202,242
18050184,1891,733,2304,698,2305,6039,206,242
18056524,1892,702,9,692,9,6084,229,242
18058912,1893,686,8,699,9,1453,201,242
18063906,1894,686,9,684,8,1444,229,242
18068922,1895,686,8,684,2303,1430,229,242
18073914,1896,702,2301,694,9,3724,204,242
18078912,1897,685,8,684,2320,3793,204,242
18083910,1898,702,2313,702,9,3740,232,242
18088908,1899,684,9,711,2299,3767,233,242
18093906,1900,695,2299,701,9,3745,231,242
18098908,1901,684,8,711,2321,3745,231,242
18103910,1902,684,2312,684,9,3766,231,242
18108909,1903,712,9,684,2328,3731,204,242
18113906,1904,686,2303,690,8,3775,204,242
18118911,1905,691,8,685,2353,3729,204,242
18123912,1906,713,2303,684,9,3780,204,242
18128909,1907,696,9,685,2332,3749,204,242
18133912,1908,712,2286,710,8,3765,204,242
18138910,1909,686,9,686,2321,3760,204,242
18143908,1910,685,2295,693,8,3743,204,242
18148914,1911,703,8,685,2305,3724,204,242
18153913,1912,687,2359,685,8,3745,204,242
18158910,1913,686,9,685,2291,3798,204,242
18163912,1914,686,2366,685,8,3713,222,242
18168907,1915,686,9,683,8,3788,222,242
18173910,1916,686,8,685,8,1429,230,242
18178909,1917,686,2309,686,2310,1430,229,242
18185174,1918,716,26,686,8,6033,206,242
18188909,1919,725,2302,729,2292,1478,202,242
18195248,1920,686,9,725,9,6105,206,242
18198912,1921,703,2322,698,2306,1499,202,242
18205233,1922,686,9,702,9,6070,224,242
18208909,1923,691,2308,698,2305,1476,230,242
18215203,1924,686,8,701,8,6044,222,242
18218919,1925,685,2312,683,2317,1476,229,242
18225191,1926,758,8,684,8,6039,206,242
18228911,1927,711,2306,710,2303,1501,202,242
18235246,1928,716,9,711,8,6074,234,242
18238914,1929,714,2302,712,2299,1485,202,242
18245244,1930,712,8,711,9,6069,235,242
18248908,1931,711,2286,710,2297,1483,202,242
18255216,1932,684,8,711,9,6048,205,242
18258908,1933,685,2286,697,2293,1454,201,242
18265145,1934,742,9,685,9,6004,206,242
18268908,1935,687,2335,685,2353,1502,201,242
18275242,1936,713,8,702,8,6101,205,242
18278913,1937,686,2342,685,2328,1502,202,242
18285230,1938,727,8,685,8,6085,206,242
18288906,1939,686,2292,686,2296,1472,220,242
18295140,1940,716,8,686,8,6002,206,242
18298929,1941,686,2315,686,2318,1479,202,242
18305209,1942,715,8,703,8,6047,206,242
18308914,1943,687,2295,702,2304,1477,202,242
18315195,1944,715,8,701,8,6030,224,242
18318907,1945,684,2342,683,2339,1475,230,242
18325249,1946,715,9,685,9,6091,224,242
18328908,1947,684,2303,684,2308,1459,231,242
18335162,1948,757,8,684,9,6022,206,242
18338910,1949,711,2285,711,2294,1501,202,242
18345215,1950,715,8,711,8,6044,235,242
18348910,1951,713,2285,711,2303,1485,202,242
18355224,1952,684,9,711,9,6053,234,242
18358907,1953,688,2296,685,2303,1483,201,242
18365152,1954,741,9,684,8,6013,206,242
18368908,1955,686,2330,685,2329,1485,202,242
18375211,1956,741,8,685,9,6070,206,242
18378910,1957,686,2342,686,2333,1484,202,242
18385231,1958,697,9,685,9,6088,206,242
18388914,1959,686,2347,685,2322,1487,201,242
18395230,1960,706,8,685,9,6083,206,242
18398914,1961,686,2295,685,2297,1480,219,242
18405153,1962,716,9,686,9,6007,206,242
18408906,1963,690,2326,685,2327,1478,202,242
18415228,1964,717,9,686,9,6088,206,242
18418907,1965,698,2336,684,2297,1478,202,242
18425216,1966,716,8,701,8,6058,225,242
18428911,1967,695,2285,696,2285,1476,230,242
18435147,1968,715,9,684,8,6003,206,242
18438907,1969,685,2303,684,2286,1475,227,242
18445166,1970,759,9,684,8,5999,206,242
18448906,1971,712,2303,711,2298,1503,202,242
18455233,1972,716,8,712,8,6067,206,242
18458910,1973,713,2298,713,2299,1486,202,242
18465237,1974,713,9,714,8,6066,234,242
18468912,1975,704,2291,708,2304,1485,202,242
18475194,1976,684,8,711,8,6049,206,242
18478913,1977,685,2317,685,2327,1456,202,242
18485201,1978,741,9,684,8,6056,206,242
18488910,1979,686,2362,685,2308,1484,202,242
18495241,1980,734,9,685,8,6099,205,242
18498914,1981,686,2368,685,2317,1495,202,242
18505246,1982,739,8,685,8,6099,206,242
18508907,1983,686,2309,686,2304,1484,220,242
18515167,1984,732,9,686,8,6027,206,242
18518909,1985,686,2305,695,2327,1476,202,242
18525230,1986,686,9,707,9,6088,206,242
18528912,1987,698,2294,701,2303,1481,201,242
18535203,1988,686,9,702,9,6039,224,242
18538907,1989,685,2292,701,2299,1476,231,242
18545160,1990,715,8,684,9,6020,206,242
18548910,1991,685,2304,684,2313,1458,227,242
18555169,1992,687,8,684,8,6026,206,242
18558912,1993,711,2302,711,2299,1487,202,242
18565237,1994,717,9,711,8,6065,232,242
18568906,1995,712,2301,712,2303,1487,202,242
18575236,1996,713,9,711,8,6069,234,242
18578910,1997,706,2320,703,2308,1483,202,242
18585251,1998,702,8,685,9,6082,233,242
18588906,1999,685,2286,698,2292,1475,202,242
18595142,2000,701,9,685,9,6003,206,242
18598912,2001,687,2357,701,2299,1491,201,242
18605231,2002,713,9,685,25,6086,205,242
18608912,2003,686,2344,685,2332,1503,202,242
18615234,2004,713,8,685,8,6089,206,242
18618914,2005,686,2316,686,2295,1458,220,242
18625172,2006,714,8,686,8,6025,205,242
18628922,2007,686,2292,686,2297,1459,202,242
18635193,2008,687,9,703,2291,6020,205,242
18639201,2009,715,2342,685,8,3760,221,242
18643908,2010,703,8,684,9,3793,221,242
